1574708816,3,237.00000000001378,62.54999999999929
1574708817,3,236.90000000001376,63.89999999999926
1574708818,3,236.75000000001373,65.1999999999992
1574708819,2,236.55000000001368,66.39999999999914
1574708820,3,236.40000000001365,67.54999999999907
1574708821,3,236.1500000000136,68.899999999999
1574708822,1,235.85000000001352,70.29999999999892
1574708823,1,235.55000000001345,71.64999999999885
1574708824,1,235.10000000001335,72.94999999999878
1574708825,1,234.70000000001326,74.04999999999872
1574708826,1,234.20000000001315,75.29999999999865
1574708827,2,233.70000000001303,76.49999999999858
1574708828,2,233.20000000001292,77.54999999999852
1574708829,2,232.60000000001278,78.79999999999845
1574708830,2,232.00000000001265,80.04999999999838
1574708831,2,231.3500000000125,81.24999999999831
1574708832,2,230.8500000000124,82.24999999999825
1574708833,5,230.55000000001232,83.39999999999819
1574708834,5,230.4500000000123,84.04999999999815
1574708836,6,230.35000000001227,84.69999999999811
1574708843,6,229.90000000001217,83.79999999999816
1574708844,5,230.25000000001225,82.69999999999823
1574708845,4,230.80000000001237,81.29999999999829
1574708846,3,231.50000000001253,80.14999999999836
1574708849,2,234.15000000001308,76.84999999999853
1574708850,1,235.15000000001328,75.89999999999858
1574708851,1,236.20000000001346,74.94999999999864
1574708852,1,237.30000000001365,74.04999999999869
1574708853,1,238.45000000001383,73.24999999999874
1574708854,2,239.45000000001397,72.64999999999877
1574708855,3,240.45000000001414,71.9999999999988
1574708856,4,241.5000000000143,71.44999999999884
1574708857,4,242.70000000001446,70.79999999999887
1574708858,3,243.90000000001461,70.14999999999891
1574708859,5,245.10000000001477,69.64999999999894
1574708860,5,246.25000000001495,69.19999999999897
1574708861,4,247.5000000000151,68.74999999999899
1574708862,3,248.6500000000152,68.39999999999901
1574708863,3,249.90000000001535,68.04999999999903
1574708864,2,251.25000000001546,67.74999999999905
1574708865,2,252.55000000001556,67.59999999999906
1574708866,2,253.7000000000157,67.49999999999906
1574708867,2,255.00000000001577,67.39999999999907
1574708868,2,256.10000000001594,67.34999999999907
1574708869,3,257.2500000000162,67.24999999999908
1574708870,2,258.4500000000164,67.14999999999908
1574708871,2,259.6000000000167,67.04999999999909
1574708872,2,260.85000000001696,66.8999999999991
1574708873,2,262.20000000001727,66.7499999999991
1574708874,3,263.6000000000176,66.59999999999911
1574708875,3,264.80000000001775,66.54999999999912
1574708876,2,266.150000000018,66.69999999999911
1574708877,2,267.4500000000181,66.9499999999991
1574708878,2,268.8000000000183,67.39999999999907
1574708879,2,270.10000000001855,67.84999999999904
1574708880,2,271.4500000000188,68.34999999999901
1574708881,3,272.65000000001896,68.94999999999898
1574708882,3,273.7500000000192,69.69999999999894
1574708883,3,274.9000000000195,70.59999999999889
1574708884,4,275.9500000000197,71.49999999999883
1574708885,3,276.90000000001993,72.49999999999878
1574708886,3,277.5500000000201,73.44999999999872
1574708887,3,277.95000000002017,74.49999999999866
